Date,Value
3/15/2021,91.8300
3/12/2021,91.6800
3/11/2021,91.4200
3/10/2021,91.8200
3/9/2021,91.9600
3/8/2021,92.3100
3/5/2021,91.9800
3/4/2021,91.6300
3/3/2021,90.9500
3/2/2021,90.7900
3/1/2021,91.0400
2/26/2021,90.8800
2/25/2021,90.1300
2/24/2021,90.1800
2/23/2021,90.1700
2/22/2021,90.0100
2/19/2021,90.3600
2/18/2021,90.5900
2/17/2021,90.9500
2/16/2021,90.5100
2/15/2021,90.4800
2/12/2021,90.4800
2/11/2021,90.4200
2/10/2021,90.3700
2/9/2021,90.4400
2/8/2021,90.9300
2/5/2021,91.0400
2/4/2021,91.5300
2/3/2021,91.1700
2/2/2021,91.2000
2/1/2021,90.9800
1/29/2021,90.5800
1/28/2021,90.4600
1/27/2021,90.6500
1/26/2021,90.1700
1/25/2021,90.3900
1/22/2021,90.2400
1/21/2021,90.1300
1/20/2021,90.4700
1/19/2021,90.5000
1/18/2021,90.7600
1/15/2021,90.7700
1/14/2021,90.2400
1/13/2021,90.3600
1/12/2021,90.0900
1/11/2021,90.4600
1/8/2021,90.1000
1/7/2021,89.8300
1/6/2021,89.5300
1/5/2021,89.4400
1/4/2021,89.8700
1/1/2021,89.9400
12/31/2020,89.9400
12/30/2020,89.6800
12/29/2020,89.9900
12/28/2020,90.3400
12/25/2020,90.3200
12/24/2020,90.3200
12/23/2020,90.4100
12/22/2020,90.6500
12/21/2020,90.0400
12/18/2020,90.0200
12/17/2020,89.8200
12/16/2020,90.4500
12/15/2020,90.4700
12/14/2020,90.7100
12/11/2020,90.9800
12/10/2020,90.8200
12/9/2020,91.0900
12/8/2020,90.9600
12/7/2020,90.7900
12/4/2020,90.7000
12/3/2020,90.7100
12/2/2020,91.1200
12/1/2020,91.3100
11/30/2020,91.8700
11/27/2020,91.7900
11/26/2020,91.9900
11/25/2020,91.9900
11/24/2020,92.2300
11/23/2020,92.5000
11/20/2020,92.3900
11/19/2020,92.2900
11/18/2020,92.3200
11/17/2020,92.4200
11/16/2020,92.6400
11/13/2020,92.7500
11/12/2020,92.9600
11/11/2020,93.0400
11/10/2020,92.7500
11/9/2020,92.7200
11/6/2020,92.2300
11/5/2020,92.5300
11/4/2020,93.4100
11/3/2020,93.5500
11/2/2020,94.1300
10/30/2020,94.0400
10/29/2020,93.9600
10/28/2020,93.4000
10/27/2020,92.9400
10/26/2020,93.0400
10/23/2020,92.7700
10/22/2020,92.9500
10/21/2020,92.6100
10/20/2020,93.0700
10/19/2020,93.4300
10/16/2020,93.6800
10/15/2020,93.8600
10/14/2020,93.3800
10/13/2020,93.5300
10/12/2020,93.0700
10/9/2020,93.0600
10/8/2020,93.6100
10/7/2020,93.6300
10/6/2020,93.6900
10/5/2020,93.5100
10/2/2020,93.8400
10/1/2020,93.7100
9/30/2020,93.8900
9/29/2020,93.8900
9/28/2020,94.2800
9/25/2020,94.6400
9/24/2020,94.3500
9/23/2020,94.3900
9/22/2020,93.9900
9/21/2020,93.6600
9/18/2020,92.9300
9/17/2020,92.9700
9/16/2020,93.2100
9/15/2020,93.0500
9/14/2020,93.0500
9/11/2020,93.3300
9/10/2020,93.3400
9/9/2020,93.2500
9/8/2020,93.4400
9/7/2020,92.7200
9/4/2020,92.7200
9/3/2020,92.7400
9/2/2020,92.8500
9/1/2020,92.3400
8/31/2020,92.1400
8/28/2020,92.3700
8/27/2020,93.0000
8/26/2020,93.0100
8/25/2020,93.0200
8/24/2020,93.3000
8/21/2020,93.2500
8/20/2020,92.7900
8/19/2020,92.8900
8/18/2020,92.2700
8/17/2020,92.8500
8/14/2020,93.1000
8/13/2020,93.3300
8/12/2020,93.4400
8/11/2020,93.6300
8/10/2020,93.5800
8/7/2020,93.4300
8/6/2020,92.7900
8/5/2020,92.8700
8/4/2020,93.3800
8/3/2020,93.5400
7/31/2020,93.3500
7/30/2020,93.0200
7/29/2020,93.4500
7/28/2020,93.7000
7/27/2020,93.6700
7/24/2020,94.4300
7/23/2020,94.6900
7/22/2020,94.9900
7/21/2020,95.1200
7/20/2020,95.8300
7/17/2020,95.9400
7/16/2020,96.3500
7/15/2020,96.0800
7/14/2020,96.2600
7/13/2020,96.4600
7/10/2020,96.6500
7/9/2020,96.7000
7/8/2020,96.4300
7/7/2020,96.8800
7/6/2020,96.7200
7/3/2020,97.1700
7/2/2020,97.3200
7/1/2020,97.2000
6/30/2020,97.3900
6/29/2020,97.5400
6/26/2020,97.4300
6/25/2020,97.4300
6/24/2020,97.1500
6/23/2020,96.6500
6/22/2020,97.0400
6/19/2020,97.6200
6/18/2020,97.4200
6/17/2020,97.1600
6/16/2020,96.9600
6/15/2020,96.7100
6/12/2020,97.3200
6/11/2020,96.7300
6/10/2020,95.9600
6/9/2020,96.3200
6/8/2020,96.6200
6/5/2020,96.9400
6/4/2020,96.6800
6/3/2020,97.2800
6/2/2020,97.6700
6/1/2020,97.8300
5/29/2020,98.3400
5/28/2020,98.3800
5/27/2020,99.0600
5/26/2020,98.9100
5/25/2020,99.8600
5/22/2020,99.8600
5/21/2020,99.3700
5/20/2020,99.1200
5/19/2020,99.3700
5/18/2020,99.6700
5/15/2020,100.4000
5/14/2020,100.4700
5/13/2020,100.2400
5/12/2020,99.9300
5/11/2020,100.2400
5/8/2020,99.7300
5/7/2020,99.8900
5/6/2020,100.0900
5/5/2020,99.7100
