Date,Value
8/20/2019,0.0143
8/19/2019,0.0146
8/18/2019,null
8/16/2019,0.0141
8/15/2019,0.0142
8/14/2019,0.0149
8/13/2019,0.0157
8/12/2019,0.0148
8/11/2019,null
8/9/2019,0.0156
8/8/2019,0.0154
8/7/2019,0.0150
8/6/2019,0.0155
8/5/2019,0.0153
8/4/2019,null
8/2/2019,0.0167
8/1/2019,0.0168
7/31/2019,0.0184
7/30/2019,0.0184
7/29/2019,0.0183
7/28/2019,null
7/26/2019,0.0186
7/25/2019,0.0185
7/24/2019,0.0182
7/23/2019,0.0183
7/22/2019,0.0180
7/21/2019,null
7/19/2019,0.0181
7/18/2019,0.0179
7/17/2019,0.0183
7/16/2019,0.0188
7/15/2019,0.0185
7/14/2019,null
7/12/2019,0.0186
7/11/2019,0.0188
7/10/2019,0.0183
7/9/2019,0.0187
7/8/2019,0.0184
7/7/2019,null
7/5/2019,0.0184
7/3/2019,0.0174
7/2/2019,0.0175
7/1/2019,0.0180
6/30/2019,null
6/28/2019,0.0176
6/27/2019,0.0176
6/26/2019,0.0180
6/25/2019,0.0173
6/24/2019,0.0175
6/23/2019,null
6/21/2019,0.0181
6/20/2019,0.0174
6/19/2019,0.0177
6/18/2019,0.0183
6/17/2019,0.0185
6/16/2019,null
6/14/2019,0.0185
6/13/2019,0.0183
6/12/2019,0.0188
6/11/2019,0.0191
6/10/2019,0.0191
